filename	total_length	ncontigs	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
SRR14673456.fasta	5401431	51	105910.41	553383	553	587	8	354622	7	283319	10	76001	18
SRR14673457.fasta	5388575	32	168392.97	583307	696	691	7	362909	6	225422	10	137415	15
SRR14673460.fasta	5140975	37	138945.27	742561	533	495	5	398187	5	352092	8	99391	13
SRR14673461.fasta	5496000	46	119478.26	745395	533	523	8	366552	6	309304	9	86647	16
SRR14673462.fasta	5459884	46	118693.13	953329	567	601	7	377165	5	241690	9	86894	16
SRR14673463.fasta	5378921	49	109773.90	533188	509	97	1	365037	6	243316	10	70510	18
SRR14673464.fasta	5391305	44	122529.66	1097709	759	207	3	364770	5	243316	9	86433	16
SRR14673465.fasta	5380516	59	91195.19	533179	509	98	1	281652	8	208631	12	70514	21
SRR14673466.fasta	5508953	75	73452.71	870316	547	396	4	341268	5	159054	9	85862	18
SRR14673467.fasta	5491076	58	94673.72	750997	508	195	2	220213	7	156714	13	77141	23
SRR14673468.fasta	5502005	84	65500.06	692377	547	391	4	237713	8	159054	13	58838	24
SRR14673469.fasta	5501895	92	59803.21	575412	507	496	5	260192	8	129461	14	41846	26
SRR14673471.fasta	5934967	144	41215.05	916026	504	404	5	205933	9	129918	16	30112	36
SRR14673472.fasta	5404096	55	98256.29	846304	508	607	8	342103	6	288275	9	81490	18
SRR14673473.fasta	5644643	42	134396.26	743353	572	695	8	355174	6	210106	10	105548	17
SRR14673474.fasta	5320286	41	129763.07	551179	552	307	4	311673	7	225340	11	99820	19
SRR14673475.fasta	5350958	57	93876.46	746652	600	486	5	348928	5	212906	9	86504	18
SRR14673476.fasta	5407533	53	102028.92	933251	600	501	6	350721	5	232638	9	65516	17
SRR14673477.fasta	5381648	43	125154.60	941125	536	820	11	352778	5	269848	9	99407	14
SRR14673478.fasta	5525205	71	77819.79	705942	505	495	6	346165	6	162504	12	58082	23
SRR14673479.fasta	5437255	67	81153.06	858275	505	490	5	326721	6	186088	11	81236	21
SRR14673480.fasta	5700287	114	50002.52	468963	536	1468	16	185598	11	108841	19	41079	34
SRR14673482.fasta	5598361	53	105629.45	925730	501	293	3	324909	6	238649	10	86517	17
SRR14673483.fasta	5508044	63	87429.27	701819	554	295	3	322659	7	192001	11	78000	21
SRR14673484.fasta	5523267	67	82436.82	735542	500	196	2	241965	6	140843	12	55771	24
SRR14673485.fasta	5324410	48	110925.21	694035	577	511	7	361789	6	228949	10	86426	18
SRR14673486.fasta	5322551	52	102356.75	507144	501	495	5	292514	7	251540	11	88241	18
SRR14673487.fasta	5583150	91	61353.30	966810	522	821	11	350821	5	339244	8	94123	16
SRR14673488.fasta	5585096	34	164267.53	883747	550	289	3	413343	5	346487	8	162958	13
SRR14673489.fasta	5454238	67	81406.54	443466	535	597	7	235629	9	167867	14	64672	25
SRR14673490.fasta	5760108	42	137145.43	883770	550	481	5	367714	6	262217	10	94201	17
SRR14673491.fasta	5756564	46	125142.70	883548	560	887	9	281500	7	176126	12	86068	21
SRR14673494.fasta	5738210	90	63757.89	1223941	515	393	4	391754	5	317108	8	42318	17
SRR14673495.fasta	5315148	57	93248.21	550531	603	483	5	303393	7	198595	12	86651	20
SRR14673496.fasta	5485764	65	84396.37	502199	509	492	5	266825	8	201408	12	75320	21
SRR14683062.fasta	5791358	65	89097.82	979493	500	1385	14	307854	6	165341	12	64347	22
SRR14683078.fasta	5358818	35	153109.09	697297	575	2195	24	305003	6	219712	10	167038	16
SRR14683080.fasta	5911955	101	58534.21	920811	504	2018	24	251399	8	174552	14	54589	25
SRR14683081.fasta	5677004	60	94616.73	738079	532	1601	18	418303	6	172471	10	61112	20
SRR14707616.fasta	5669739	68	83378.51	920660	502	685	7	605683	4	385571	6	84967	14
SRR14707617.fasta	5677348	65	87343.82	921090	502	295	3	523870	4	382833	7	84967	16
SRR14707618.fasta	5388242	144	37418.35	260438	513	1650	39	153343	14	78608	23	30202	44
SRR14707619.fasta	5677636	63	90121.21	1046565	502	390	4	504564	4	385385	6	84967	14
SRR14707620.fasta	5518127	53	104115.60	472701	501	99	1	298735	8	204560	12	73841	22
SRR14707621.fasta	5518772	52	106130.23	472546	575	198	2	298735	8	176984	12	73890	22
SRR14707622.fasta	5649084	72	78459.50	472426	570	10	1	297888	8	112444	14	49426	28
SRR14707623.fasta	5519145	51	108218.53	472426	575	0	0	298735	8	204560	12	86640	21
SRR14707624.fasta	5649465	64	88272.89	860925	501	398	4	382834	5	167650	9	60253	20
SRR14707625.fasta	5634858	80	70435.73	594198	502	1940	36	310204	7	138576	12	37594	27
SRR14707626.fasta	5379135	46	116937.72	472426	501	98	1	332928	7	204560	12	97702	20
SRR14707627.fasta	5376138	42	128003.29	472426	501	97	1	332928	7	204560	12	97702	20
SRR14791759.fasta	5441678	58	93822.03	777087	543	491	5	389477	5	198236	9	99444	16
SRR14791760.fasta	5328009	90	59200.10	801949	532	297	3	220221	7	125150	14	38205	27
SRR14791761.fasta	5611439	79	71030.87	627947	568	99	1	248014	8	129759	15	54033	28
SRR14792825.fasta	5788894	107	54101.81	313198	523	1370	14	117353	15	95172	26	32817	47
SRR14810466.fasta	5571960	72	77388.33	641636	547	206	3	295184	7	145164	12	52461	24
SRR14820319.fasta	5822264	108	53909.85	739254	513	593	6	225560	9	106565	17	43808	33
SRR14825485.fasta	5299771	56	94638.77	404003	515	188	4	239289	9	158913	14	83936	24
SRR14829311.fasta	5511150	43	128166.28	1398655	507	605	8	341055	4	230618	8	79425	16
SRR14831691.fasta	5798292	79	73396.10	434307	503	510	6	322571	8	225267	13	78670	22
SRR14831692.fasta	5841706	76	76864.55	674781	509	810	10	245742	8	149666	14	71642	25
SRR14831695.fasta	5844042	69	84696.26	761049	520	496	5	251442	7	159653	12	71777	22
SRR14831708.fasta	5843184	69	84683.83	568710	595	699	8	230302	9	141155	15	77140	25
SRR14831709.fasta	5845048	61	95820.46	760855	627	594	6	256971	7	199997	12	77140	22
SRR14831714.fasta	5842902	73	80039.75	729387	520	791	8	230419	7	158248	13	77140	23
SRR14831717.fasta	5633667	49	114972.80	801067	640	891	9	359441	6	291538	9	86571	16
SRR14832332.fasta	5574198	101	55190.08	1240212	518	396	4	481691	4	269417	7	60684	15
SRR14832345.fasta	5573420	57	97779.30	676046	540	400	4	304070	7	220662	11	76827	20
SRR14832350.fasta	5655604	112	50496.46	739647	502	408	5	156515	10	96445	20	34892	37
SRR14851454.fasta	5822710	90	64696.78	950997	500	1177	12	298446	6	156978	12	53709	23
SRR14851455.fasta	5606238	137	40921.45	440129	500	1566	16	177943	11	93922	20	26128	42
SRR14861742.fasta	5610150	97	57836.60	1249386	512	491	5	261862	6	192017	12	61859	21
SRR14861744.fasta	5648183	107	52786.76	645874	512	97	1	250935	7	147348	13	73371	23
SRR14861745.fasta	5660198	127	44568.49	645712	505	100	1	194650	9	141472	16	63816	27
SRR14861747.fasta	5902432	83	71113.64	606773	507	200	2	209316	10	158750	16	66428	28
SRR14861749.fasta	5640315	111	50813.65	577232	505	196	2	251139	8	194578	13	65898	24
SRR14861750.fasta	5643738	117	48237.08	645874	505	296	3	308282	7	224871	11	76001	19
SRR14861751.fasta	5604911	104	53893.38	1111541	512	100	1	264552	6	163895	12	76023	21
SRR14861752.fasta	5501103	69	79726.13	455456	529	395	4	230108	9	129514	15	68181	27
SRR14861753.fasta	5603624	102	54937.49	413822	512	299	3	214658	10	173028	16	63534	26
SRR14861755.fasta	5811091	110	52828.10	1087972	515	100	1	179148	8	134023	16	39874	29
SRR14861757.fasta	5470165	59	92714.66	733265	501	200	2	292654	7	200008	11	64527	21
SRR14861759.fasta	5471072	54	101316.15	1184280	509	397	4	361255	5	225264	9	86551	16
SRR14861760.fasta	5665661	112	50586.26	645712	505	100	1	301942	7	225514	11	63783	21
SRR14861762.fasta	5662436	113	50110.05	516684	505	297	3	225638	9	172035	15	76001	24
SRR14861763.fasta	5610314	100	56103.14	580315	512	300	3	251009	8	162615	14	76023	23
SRR14861764.fasta	5516068	112	49250.61	585239	522	291	3	213307	8	170909	13	48876	25
SRR14861766.fasta	5662288	120	47185.73	645874	512	298	3	225876	8	161889	14	75445	23
SRR14861767.fasta	5607603	124	45222.60	925484	505	99	1	225347	7	161889	13	62205	24
SRR14861768.fasta	5664527	110	51495.70	645874	505	199	2	302201	7	175070	11	71483	21
SRR14861769.fasta	5657739	127	44549.13	422328	505	300	3	224727	9	141401	16	65898	27
SRR14861770.fasta	5662578	141	40160.13	598617	505	100	1	175865	11	141401	18	61859	31
SRR14861771.fasta	5645519	116	48668.27	645874	505	394	4	214826	8	146165	14	63210	24
SRR14861772.fasta	5603664	113	49589.95	540925	505	100	1	214798	9	141212	16	73445	27
SRR14861773.fasta	5602696	101	55472.24	689734	505	200	2	308282	7	214826	11	86433	19
SRR14861774.fasta	5662920	120	47191.00	462418	505	99	1	224738	9	146343	15	63390	27
SRR14861775.fasta	5666784	103	55017.32	461843	515	298	3	225876	9	146343	15	76023	25
SRR14861777.fasta	5608974	103	54456.06	598617	505	200	2	264998	7	146343	13	63418	23
SRR14861778.fasta	5646874	257	21972.27	140560	512	448	9	52660	35	35732	60	15706	106
SRR14861780.fasta	5659740	127	44564.88	461736	505	100	1	225468	9	173598	14	61859	26
SRR14861781.fasta	5895268	138	42719.33	580436	505	210	3	180017	10	141045	17	40759	32
SRR14861783.fasta	5608103	105	53410.50	1248826	505	390	4	375664	5	225638	9	86433	17
SRR14861785.fasta	5593394	208	26891.32	253076	501	287	11	70623	25	47072	44	19996	78
SRR14861786.fasta	5651658	55	102757.42	1249087	515	494	5	378120	5	182193	9	57133	20
SRR14861788.fasta	5224260	54	96745.56	621010	503	200	2	265647	7	216319	11	73642	19
SRR14861789.fasta	5665385	120	47211.54	603308	505	110	2	274187	8	172035	14	73387	24
SRR14861790.fasta	5647709	83	68044.69	645874	515	391	4	377815	6	248033	10	86433	17
SRR14861792.fasta	5820635	121	48104.42	925484	505	200	2	200680	8	125349	15	61859	27
SRR14861793.fasta	5829061	94	62011.29	1248988	515	300	3	265048	6	225070	11	78093	19
SRR14861794.fasta	5668525	86	65913.08	511492	515	98	1	197136	9	146343	16	52255	27
SRR14861795.fasta	5451997	42	129809.45	945900	654	289	3	439405	5	270811	9	94398	15
SRR14861796.fasta	5606470	113	49614.78	925322	505	195	2	214826	8	172035	14	75423	23
SRR14861797.fasta	5602487	59	94957.41	431752	509	299	3	224313	9	173963	14	86569	24
SRR14864073.fasta	5842956	59	99033.15	761050	627	706	8	256971	7	199997	12	95827	21
SRR14864074.fasta	5844205	61	95806.64	761049	627	594	6	256588	7	196781	12	86569	21
SRR14864075.fasta	5844064	65	89908.68	760727	627	505	6	251311	8	182544	13	86569	23
SRR14864076.fasta	5842830	63	92743.33	761164	627	688	7	256971	7	199997	12	73648	21
SRR14864078.fasta	5545012	31	178871.35	1061999	768	805	9	482954	4	378830	7	148156	11
SRR14864081.fasta	5844743	67	87234.97	761149	627	593	6	256971	7	199338	12	67322	22
SRR14864082.fasta	5843614	63	92755.78	761164	627	687	7	256565	7	196781	12	77140	21
SRR14864083.fasta	5843738	67	87219.97	729285	570	389	4	245742	7	158983	13	77140	23
SRR14864084.fasta	5506833	79	69706.75	360952	610	100	1	211213	10	134995	16	50891	28
SRR14864086.fasta	5842890	60	97381.50	708351	627	594	6	256727	7	199997	12	95953	21
SRR14874869.fasta	5626941	79	71227.10	351080	536	496	14	169574	12	129514	19	52748	32
SRR14902603.fasta	5468378	76	71952.34	1183892	529	292	3	465309	4	216630	8	94369	15
SRR14935850.fasta	5525653	44	125583.02	675738	514	1327	17	274676	7	192436	12	109510	19
SRR14935852.fasta	5469780	91	60107.47	431963	508	439	8	237260	9	98157	17	34449	35
SRR14935872.fasta	5412750	57	94960.53	629325	638	731	11	294527	6	174322	11	87786	20
SRR14935969.fasta	5546143	114	48650.38	377893	517	901	10	154089	11	111685	19	40024	33
SRR14936052.fasta	5508246	42	131148.71	794086	550	813	11	348703	6	272116	9	103760	15
SRR14936066.fasta	5713608	87	65673.66	574766	516	687	7	185066	9	113866	17	53618	32
SRR14936072.fasta	5588144	83	67327.04	813918	565	1013	12	282287	7	153673	12	45532	24
SRR14936081.fasta	5154016	44	117136.73	634153	534	894	10	287567	6	172715	11	81302	20
SRR14936107.fasta	5166940	31	166675.48	481612	707	703	8	324836	7	262094	10	99570	17
SRR14936118.fasta	5544211	59	93969.68	639567	567	896	10	264863	8	172962	13	78906	23
SRR14936129.fasta	5478093	70	78258.47	1061527	526	892	9	329271	5	211491	9	59268	19
SRR14936159.fasta	5899277	123	47961.60	396340	502	1095	12	189950	10	146340	17	32145	33
SRR14936181.fasta	5437320	40	135933.00	600631	547	601	7	295268	7	176257	12	112073	19
SRR14936215.fasta	5532676	78	70931.74	464695	553	904	11	228602	9	111956	16	41390	32
SRR14936237.fasta	5610511	89	63039.45	978087	519	1189	13	312179	6	177690	10	57770	22
SRR14936274.fasta	5331143	64	83299.11	701382	507	722	10	198593	9	149088	14	65312	25
SRR14982109.fasta	5449183	26	209583.96	1200756	820	798	9	385138	4	297057	8	130531	13
SRR14982117.fasta	5691053	96	59281.80	714028	500	437	6	264178	7	135222	13	40664	26
SRR14996232.fasta	5397092	104	51895.12	327228	512	393	4	149571	12	99091	21	32344	38
SRR14996259.fasta	5517224	55	100313.16	683177	556	1869	19	217203	8	172416	13	62313	23
SRR14999717.fasta	5329494	53	100556.49	807918	520	591	6	347342	6	251862	10	74307	17
SRR1501128.fasta	5600383	164	34148.68	247637	506	519	16	85106	21	52352	38	22445	71
SRR15021487.fasta	5921200	82	72209.76	618658	535	100	1	214436	9	135642	16	75338	28
SRR15042472.fasta	5314966	81	65616.86	471031	545	417	6	225573	8	99607	16	42684	31
SRR15047156.fasta	5625348	115	48916.07	331858	500	1582	27	174301	13	95754	23	31850	43
SRR15047159.fasta	5679617	122	46554.24	201014	500	1363	30	106067	20	74299	32	37035	55
SRR15047161.fasta	5708412	100	57084.12	460142	549	965	26	237609	8	122692	15	31671	30
SRR15047162.fasta	5691262	70	81303.74	856333	521	1397	15	247409	7	125792	13	56687	25
SRR15047164.fasta	5742626	82	70032.02	446569	541	1509	18	204883	9	110384	17	57772	31
SRR15047166.fasta	5422478	254	21348.34	201006	501	483	13	49726	34	28690	64	11517	123
SRR15047167.fasta	5780434	119	48575.08	560370	500	1008	12	146376	13	94966	24	43781	41
SRR15047169.fasta	5617181	90	62413.12	367812	524	1009	12	171674	12	94685	22	44502	38
SRR15047177.fasta	5852371	207	28272.32	182608	509	1239	17	58842	28	41482	50	17633	92
SRR15047179.fasta	5481439	104	52706.14	381745	500	1230	18	156730	12	113925	20	34821	36
SRR15047180.fasta	5743711	160	35898.19	268910	500	1062	17	101409	18	63296	32	29170	56
SRR15047182.fasta	5622146	85	66142.89	367433	500	1383	15	171933	12	99283	20	46854	35
SRR15047184.fasta	5581124	57	97914.46	715962	520	394	4	324532	7	199630	11	77140	20
SRR15047196.fasta	5735024	154	37240.42	294157	520	1131	15	135467	15	70958	26	26209	53
SRR15047201.fasta	5795568	190	30502.99	266747	507	594	6	95166	19	57897	35	17467	74
SRR15047207.fasta	5720967	78	73345.73	967296	504	888	9	247890	6	159928	12	59790	22
SRR15047215.fasta	5887159	75	78495.45	1012007	537	519	7	309868	6	159287	12	63972	24
SRR15047218.fasta	5448862	69	78969.01	504920	583	594	6	308114	7	140267	13	53536	25
SRR15047220.fasta	5681279	84	67634.27	813243	703	887	9	227966	8	131791	15	48488	27
SRR15047221.fasta	5467738	278	19668.12	190860	500	1489	24	47106	35	29553	63	13480	115
SRR15047225.fasta	5744494	83	69210.77	637967	507	684	7	249519	7	144232	13	54684	24
SRR15047227.fasta	5718284	76	75240.58	739116	506	734	11	266907	6	168275	11	59790	22
SRR15047233.fasta	5613459	79	71056.44	763381	512	1016	12	338348	6	119108	11	52627	25
SRR15047234.fasta	5584900	53	105375.47	607231	574	806	10	270941	7	189202	12	71534	21
SRR15047235.fasta	5557752	73	76133.59	647227	529	393	4	312091	7	179179	12	45206	22
SRR15047236.fasta	5632082	61	92329.21	749678	523	493	5	504154	5	382745	7	83530	15
SRR15047237.fasta	5592119	81	69038.51	915158	536	409	5	271800	6	189536	11	70184	20
SRR15047241.fasta	5670808	80	70885.10	814415	500	489	5	269664	8	159551	13	66649	25
SRR15047245.fasta	5410575	76	71191.78	566187	501	854	14	370065	6	287437	9	72808	17
SRR15047246.fasta	5276160	58	90968.28	857926	542	600	7	340859	6	267458	9	91241	17
SRR15047250.fasta	5641448	302	18680.29	171420	507	1455	39	48526	35	25788	68	10393	134
SRR15047252.fasta	5990316	416	14399.80	95658	527	788	26	29338	60	18743	110	6593	216
SRR15047253.fasta	5670362	93	60971.63	431741	607	643	11	200463	9	146431	16	55336	28
SRR15047255.fasta	5586105	312	17904.18	139937	507	1034	77	34111	52	22117	92	8849	172
SRR15047260.fasta	5756123	139	41410.96	314876	535	860	24	122500	17	69948	29	24401	56
SRR15052342.fasta	5498824	105	52369.75	375330	507	216	4	139362	11	94253	21	37373	38
SRR15058943.fasta	5306412	94	56451.19	448729	537	252	4	155790	10	76360	20	39489	39
SRR1505904.fasta	5641879	166	33987.22	270173	500	704	26	96196	19	61069	33	20563	65
SRR15061188.fasta	5418491	46	117793.28	845783	569	598	6	363947	5	264170	8	94438	15
SRR15061189.fasta	5416319	43	125960.91	751734	569	785	8	422336	5	252101	9	94398	14
SRR15061190.fasta	5536372	70	79091.03	655108	515	815	11	295769	7	199964	11	48139	25
SRR15061191.fasta	5416940	43	125975.35	805804	569	495	5	363912	5	252101	9	94398	14
SRR15061192.fasta	5415551	44	123080.70	752108	569	499	6	363947	5	264170	9	122742	14
SRR15061193.fasta	5414907	44	123066.07	752689	569	404	5	363912	5	252101	9	97728	15
SRR15061194.fasta	5767246	100	57672.46	584932	509	705	8	218025	9	138217	15	40673	33
SRR15061195.fasta	5501224	55	100022.25	499148	509	712	9	330637	7	219300	11	73610	19
SRR15061196.fasta	5416440	46	117748.70	840782	569	396	4	363947	5	263866	8	96849	14
SRR15061197.fasta	5428123	46	118002.67	898413	505	493	5	414786	5	282838	8	87939	14
SRR15061198.fasta	5407178	42	128742.33	1299022	638	206	3	364152	5	258895	8	93004	14
SRR15061199.fasta	5461621	48	113783.77	956119	569	337	7	307823	6	246950	10	94398	16
SRR15064929.fasta	5324192	62	85874.06	454415	501	0	0	274463	7	195938	12	92852	20
SRR15064934.fasta	5246010	67	78298.66	694803	501	888	9	232383	7	167572	12	83109	22
SRR15064935.fasta	5545268	74	74936.05	728185	553	486	5	255470	7	197713	12	74795	21
SRR15064936.fasta	5615351	68	82578.69	1097461	509	396	4	364005	5	253677	9	75548	18
SRR15064938.fasta	5469036	84	65107.57	732691	504	94	1	301678	7	166008	11	50784	22
SRR15064941.fasta	5493127	54	101724.57	690013	507	97	1	378393	5	286705	8	99609	15
SRR15064944.fasta	5358353	49	109354.14	1381778	505	0	0	419338	4	283437	7	86518	15
SRR15064945.fasta	5333595	74	72075.61	429704	501	193	2	223372	8	160614	14	83170	23
SRR15064946.fasta	5456732	70	77953.31	575662	503	194	2	211053	9	163537	14	54433	25
SRR15096598.fasta	5627022	95	59231.81	628131	515	293	3	247033	7	186542	12	51724	22
SRR15096599.fasta	5686255	83	68509.10	631265	501	97	1	196139	9	121540	17	48363	29
SRR15096600.fasta	5630294	89	63261.73	773670	515	195	2	246757	7	186542	12	70954	22
SRR15096601.fasta	5640533	95	59374.03	351897	536	289	3	192208	11	94436	21	51354	37
SRR15096602.fasta	5821176	109	53405.28	365589	536	186	2	191928	12	101617	20	48987	36
SRR15096604.fasta	5792987	97	59721.52	365183	505	292	3	191968	12	101617	20	51366	36
SRR15096605.fasta	5797236	109	53185.65	451115	505	589	6	213723	10	100574	17	35392	34
SRR15096606.fasta	5806798	116	50058.60	365174	523	391	4	176107	12	99974	21	34936	40
SRR15096607.fasta	5806681	111	52312.44	366344	536	391	4	182695	11	99974	20	34936	38
SRR15096608.fasta	5586635	64	87291.17	629168	507	585	6	250502	7	175785	13	67471	22
SRR15096609.fasta	5807601	106	54788.69	366135	523	193	2	197783	11	97329	20	39826	39
SRR15096610.fasta	5890548	107	55051.85	392792	536	293	3	213721	10	86702	18	37892	37
SRR15096611.fasta	5752705	88	65371.65	362418	518	587	6	194428	12	123568	20	40866	33
SRR15096612.fasta	5790167	100	57901.67	365562	505	483	5	190753	11	99473	20	36788	37
SRR15096613.fasta	5795033	99	58535.69	365765	530	389	4	192688	11	101617	20	37654	36
SRR15096614.fasta	5794450	98	59127.04	365562	505	298	3	175998	12	101617	21	37654	37
SRR15096615.fasta	5554366	53	104799.36	598728	501	289	3	361352	6	206115	10	77763	20
SRR15096616.fasta	5761224	103	55934.21	351883	536	189	2	190916	12	97329	20	48911	38
SRR15096617.fasta	5629355	90	62548.39	628231	513	383	4	246757	7	166857	13	78994	23
SRR15096618.fasta	5663200	104	54453.85	351883	523	192	2	203874	11	95884	20	48911	37
SRR15096619.fasta	5658820	93	60847.53	601358	504	287	3	237403	8	166857	14	86517	23
SRR15096620.fasta	5789634	95	60943.52	466770	523	485	5	192213	11	101617	19	37654	35
SRR15096622.fasta	5797238	101	57398.40	466567	505	485	5	183025	11	99994	20	36788	37
SRR15096625.fasta	5629774	90	62553.04	628159	515	398	4	212262	8	145959	13	82636	24
SRR15096626.fasta	5630870	85	66245.53	773920	515	293	3	246757	7	186542	12	86517	21
SRR15096627.fasta	5966913	120	49724.28	365038	505	197	2	176109	12	101617	22	42986	39
SRR15096628.fasta	5780556	117	49406.46	374086	505	488	5	182879	11	99470	20	37892	37
SRR15096629.fasta	5629614	88	63972.89	628231	515	686	7	237603	7	166857	13	86517	23
SRR15096630.fasta	5739027	120	47825.22	328773	513	388	4	133027	14	99473	24	37892	41
SRR15096631.fasta	5726873	109	52540.12	328316	536	390	4	154531	13	86702	23	49084	40
SRR15096632.fasta	5613006	116	48387.98	354217	504	403	5	188727	11	101483	20	29826	38
SRR15096633.fasta	5618997	153	36725.47	344063	520	307	4	100574	15	70662	28	24256	52
SRR15096634.fasta	5864468	102	57494.78	376123	505	297	3	154017	12	108051	21	44362	37
SRR15097545.fasta	5841258	80	73015.73	449709	528	401	5	269642	8	134773	15	58736	27
SRR15097885.fasta	5438628	243	22381.19	201773	500	584	6	81020	24	38031	42	11713	91
SRR15097886.fasta	5555293	32	173602.91	705096	533	896	10	410569	6	294403	9	122072	15
SRR15097887.fasta	5304810	30	176827.00	1074386	533	396	4	365543	5	230503	9	108462	14
SRR15097888.fasta	5559581	71	78303.96	538269	518	494	6	239483	8	143266	14	64196	25
SRR15097889.fasta	5844101	86	67954.66	575293	540	391	4	286376	8	162008	13	47373	26
SRR15097890.fasta	5846927	96	60905.49	850047	501	605	7	250479	7	162008	13	39742	27
SRR15097891.fasta	5662493	89	63623.52	723982	542	210	3	208295	9	134995	16	53314	29
SRR15097892.fasta	5649393	84	67254.68	471102	504	695	8	179718	10	117479	18	62905	31
SRR15097893.fasta	5591311	83	67365.19	803744	533	387	4	226626	8	129853	15	40976	29
SRR15097894.fasta	5638778	112	50346.23	313017	506	200	2	183277	13	98706	21	32903	44
SRR15097896.fasta	5897377	79	74650.34	778040	510	197	2	473503	5	301131	9	60701	18
SRR15097897.fasta	5494461	63	87213.67	878738	509	395	4	301345	7	246074	11	64589	19
SRR15097898.fasta	5629708	85	66231.86	804616	504	537	10	270278	7	149687	13	38828	26
SRR15097899.fasta	5636205	104	54194.28	694292	503	434	8	212225	9	99470	17	37699	35
SRR15097904.fasta	5575057	77	72403.34	1248109	507	604	7	287397	6	143329	11	64187	22
SRR15097905.fasta	5515081	58	95087.60	853980	510	690	8	259259	7	170436	13	72652	24
SRR15097906.fasta	5622148	64	87846.06	838713	530	491	5	350087	6	189241	11	58961	22
SRR15097907.fasta	5442482	41	132743.46	900738	533	892	10	500886	4	282025	8	94368	15
SRR15097908.fasta	5134506	25	205380.24	935587	638	395	4	454832	4	369049	7	295089	10
SRR15097909.fasta	5440380	82	66346.10	637719	501	974	10	238648	8	127186	15	41086	30
SRR15097910.fasta	5236494	33	158681.64	655327	512	785	8	467253	5	287872	8	114486	15
SRR15097911.fasta	5344639	53	100842.25	508093	632	682	7	254390	8	125767	14	56168	26
SRR15097912.fasta	5629857	75	75064.76	485720	510	351	7	241299	8	130958	14	63542	25
SRR15097913.fasta	5101638	37	137882.11	971266	547	393	4	448125	5	358722	7	126336	12
SRR15097914.fasta	5415328	45	120340.62	909145	543	486	5	511470	4	201027	9	86569	17
SRR15097915.fasta	5655691	85	66537.54	584076	518	294	3	307975	7	130162	13	71341	24
SRR15097916.fasta	5836602	106	55062.28	574912	546	394	4	175998	11	94240	19	41743	36
SRR15097917.fasta	5702659	90	63362.88	803481	528	586	6	299450	7	154299	12	35012	25
SRR15097918.fasta	5706874	99	57645.19	804616	520	513	7	240783	8	110248	15	34936	30
SRR15097919.fasta	5822727	114	51076.55	640526	510	508	7	217302	9	129438	16	45149	28
SRR15097920.fasta	5275321	44	119893.66	819925	551	304	5	375874	5	319231	8	101313	13
SRR15097921.fasta	5467440	174	31422.07	224890	510	495	5	77334	22	42926	42	20375	78
SRR15097922.fasta	5433046	48	113188.46	718539	543	388	4	315057	6	212295	10	80728	17
SRR15097923.fasta	5657977	73	77506.53	751676	515	503	6	307975	6	211797	11	75424	20
SRR15097924.fasta	5618392	174	32289.61	279816	506	208	3	109111	18	70533	30	22496	57
SRR15097925.fasta	5686946	111	51233.75	500553	504	293	3	217177	9	102709	17	36448	34
SRR15097926.fasta	5630674	124	45408.66	384824	500	300	4	155268	13	100475	21	34639	39
SRR15097927.fasta	5856591	84	69721.32	388096	514	396	4	197599	12	150506	19	47552	32
SRR15097928.fasta	5728274	79	72509.80	575528	505	294	3	235865	8	157353	14	59180	26
SRR15097929.fasta	5698593	111	51338.68	803866	522	490	5	204195	9	110222	16	30560	35
SRR15097930.fasta	5700548	105	54290.93	803703	520	393	4	223349	8	110222	16	31868	32
SRR15097931.fasta	5702913	108	52804.75	714122	520	289	3	227611	8	108606	15	33951	31
SRR15097932.fasta	5698633	112	50880.65	803906	520	390	4	233624	8	110222	15	38762	31
SRR15097933.fasta	5690581	99	57480.62	802821	536	390	4	203710	9	118610	17	31821	33
SRR15097934.fasta	5622865	118	47651.40	384475	509	1073	11	154327	12	90892	22	34956	41
SRR15097935.fasta	5694978	97	58711.11	575219	547	110	2	270114	8	121708	14	45219	29
SRR15097936.fasta	5705775	97	58822.42	803160	520	392	4	299450	7	203866	11	44563	23
SRR15097937.fasta	5698678	112	50881.05	803760	500	303	4	220185	8	129853	14	31869	29
SRR15097938.fasta	5689330	106	53672.92	803291	515	984	10	213704	9	110172	16	34888	31
SRR15097940.fasta	5530104	68	81325.06	802937	531	391	4	248223	7	149687	13	59142	24
SRR15097941.fasta	5700759	112	50899.63	803113	520	394	4	240463	8	110222	15	33951	31
SRR15097942.fasta	5257819	47	111868.49	542601	508	594	6	370456	6	221753	10	86564	17
SRR15097943.fasta	5661512	69	82050.90	617383	509	298	3	214902	9	158750	15	59788	26
SRR15097944.fasta	5649067	102	55383.01	442383	513	585	6	257464	9	149984	14	34773	31
SRR15097945.fasta	5750709	93	61835.58	439826	514	197	2	200980	11	100881	20	35538	37
SRR15097946.fasta	5644720	101	55888.32	680296	536	595	6	269743	8	130417	14	47563	27
SRR15097947.fasta	5537943	104	53249.45	561578	511	206	3	267806	8	138060	13	38553	26
SRR15097948.fasta	5557267	105	52926.35	353769	505	210	3	121410	13	90035	24	38056	42
SRR15097950.fasta	5481125	58	94502.16	474652	507	886	9	277979	8	183447	13	94153	21
SRR15097952.fasta	5525259	77	71756.61	657231	518	388	4	269667	7	129514	12	74474	23
