id	species	species_abbv	species_gp	S_SC_ST	SC	ST	plate_type	group_summary	group_summary_l2	virulence_score	esistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	mpA	mpA2	wzi	K_locus	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	Chr_ST	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	AGly	C	Fcyn	Flq	Gly	MLS	Ntmdz	Phe	Rif	S	Te	Tg	Tm	Omp	B	Bla_Carb	Bla_ESBL	Bla_ESBL_inhR	Bla_broad	Bla_broad_inhR	Amikacin_in	Amoxicillin_clavulanic_acid_in	Ampicillin_in	Aztreonam_in	Cefalexin_in	Cefepime_in	Cefixime_in	Cefotaxime_in	Cefoxitin_in	Ceftazidime_in	Ceftriaxone_in	Cefuroxime_in	Ciprofloxacin_in	Colistin_in	Ertapenem_in	Fosfomycin_G6P_in	Gentamicin_in	Imipenem_in	Levofloxacin_in	Mecillinam_in	Meropenem_in	Nalidixic_acid_in	Nitrofurantoin_in	Norfloxacin_in	Piperacillin_in	Piperacillin_tazobactam_in	Temocillin_in	Ticarcillin_clavulanic_acid_in	Tigecycline_in	Tobramycin_in	Trimethoprim_in	Trimethoprim_sulfamethoxazole_in	SAMPLE_DATE	ye	month	day	GROUP	ENVIRONMENTAL_GROUP	place_sampling	ORIGIN	specific_group	ASSOCIATED_GROUP	ASSOCIATED_SPECIES	GENERAL_ISOLATION_SOURCE	TYPE	IN_OUT	SAMPLE_TYPE	SAMPLE_DESCRIPTION	total_length	ncontigs	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
SPARK_2023_C2	Klebsiella terrigena	K.ter	K.orn SPEC	K.ter_SC1_NA	SC1		SCAI	rhizosphere	plant	0	0.0	0.0	0.0	-	0	-	0	-	0	-	0	-	-	-	KL124	?-+*	None	72.66%	KL124_02_cpsACP,KL124_05_wzb,KL124_08_wctK,KL124_09_wcuP,KL124_10_wclJ,KL124_11_wzy,KL124_12,KL124_13_wcuA,KL124_14_wcaL,KL124_15_wzx,KL124_17_wclK,KL124_18_rmlB,KL124_20_rmlD,KL124_21_rmlC	O4	?-*	None	74.62%	O4_01_hydrolase,O4_03_hypothetical,O4_06_glycosyltransferase		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	R	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-04-24	2018.0	4.0	24.0	ENVIRONMENTAL	wild_edible	Pavia_province_1	botanical_garden	botanical_garden_1	soil		rhizosphere	soil		plant	edible_plant_wild	5847672	22	265803.27	869895	654	308	2	600119	4	377428	7	244672	10
SPARK_2024_C1	Klebsiella terrigena	K.ter	K.orn SPEC	K.ter_SC1_NA	SC1		SCAI	rhizoplane	plant	0	0.0	0.0	0.0	-	0	-	0	-	0	-	0	-	-	-	KL124	?-+*	None	72.66%	KL124_02_cpsACP,KL124_05_wzb,KL124_08_wctK,KL124_09_wcuP,KL124_10_wclJ,KL124_11_wzy,KL124_12,KL124_13_wcuA,KL124_14_wcaL,KL124_15_wzx,KL124_17_wclK,KL124_18_rmlB,KL124_20_rmlD,KL124_21_rmlC	O4	?-*	None	74.62%	O4_01_hydrolase,O4_03_hypothetical,O4_06_glycosyltransferase		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	R	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-04-24	2018.0	4.0	24.0	ENVIRONMENTAL	wild_edible	Pavia_province_1	botanical_garden	botanical_garden_1	soil		rhizoplane	soil		plant	edible_plant_wild	5847034	24	243626.42	870750	488	71	2	496189	5	353376	8	200707	12
SPARK_2026_C1	Klebsiella variicola subsp. variicola	K.var	K.pne SPEC	K.var_SC61_ST3974	SC61	ST3974	SCAI	human - hospital carriage	human	0	0.0	0.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi20	KL20	?*	Good	94.87%		O3/O3a	none	Very high	99.39%		ST3974	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-24*	-	-	-	-	-	S	S	S	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	ND	S	S	S	ND	S	S	S	S	S	2018-04-24	2018.0	4.0	24.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	outpatient	feces		5462572	20	273128.6	1872488	420	179	3	1363892	2	377254	4	220507	7
SPARK_2027_C1	Klebsiella michiganensis	K.mic	K.oxy SPEC	K.mic_SC6_NA	SC6		SCAI	human - hospital carriage	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL102	-+*	Good	90.22%	KL102_02_cpsACP	O2v1	?-+*	Low	73.21%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY1-3	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	I	S	ND	S	S	S	S	S	2018-04-24	2018.0	4.0	24.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	outpatient	feces		6004728	37	162289.95	635080	305	784	4	333472	7	222353	11	167288	17
SPARK_2027_C2	Klebsiella michiganensis	K.mic	K.oxy SPEC	K.mic_SC16_NA	SC16		SCAI	human - hospital carriage	human	0	0.0	1.0	2.0	-	0	-	0	-	0	-	0	-	-	-	KL107	-+*	None	76.78%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	O1/O2v1	-+*	Good	72.20%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	Aph3''Ia*?	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY1-1*	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-04-24	2018.0	4.0	24.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	outpatient	feces		5962945	31	192353.06	858822	448	402	3	426409	5	343690	8	135162	13
SPARK_2028_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC6_ST37	SC6	ST37	SCAI	water - farm	water	0	0.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi331	KL7	none	Very high	99.17%		O3b	none	Very high	99.16%		ST37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-77*	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-04-16	2018.0	4.0	16.0	ENVIRONMENTAL	water	Pavia_province_13	farm	farm_10	water		water	water		water	water	5465584	39	140143.18	921547	359	398	7	368920	5	337232	8	101814	13
SPARK_2029_C1	Klebsiella ornithinolytica	K.orn	K.orn SPEC	K.orn_SC94_NA	SC94		SCAI	water - environment	water	1	0.0	0.0	1.0	ybt unknown	0	-	0	-	0	-	0	-	-	-	KL62	-+*	None	77.46%	KL62_02_cpsACP,KL62_08,KL62_09,KL62_10,KL62_11_wzy,KL62_12,KL62_13,KL62_14,KL62_15_wzx	O2v1	-+*	None	72.62%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ORN1a*	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	R	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-04-08	2018.0	4.0	8.0	ENVIRONMENTAL	water	Pavia_province_16	Pavia_province	Pavia_province_16	water		water	water		water	ditch	5575828	16	348489.25	1411767	331	170	3	866173	3	387011	5	301092	8
SPARK_202_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC63_ST881	SC63	ST881	SCAI	pig	other mammals	3	1.0	4.0	3.0	-	0	-	0	iuc 3	25	-	0	-	-	wzi72	KL2	none	Very high	98.41%		O1v2	none	Very high	98.98%		ST881	9	7	12	8	17	-	-	-	-	-	-	-	-	-	-	-	-	-	SulI	TetA	-	DfrA1	-	-	-	SHV-27	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	I	S	R	S	2017-08-18	2017.0	8.0	18.0	ANIMAL		Pavia_province_5	farm	farm_6	mammal	pig	pig	livestock		feces	box3_piggery2	5601895	32	175059.22	1327187	337	75	3	433589	4	325449	8	115363	13
SPARK_2030_C1	Klebsiella grimontii	K.gri	K.oxy SPEC	K.gri_SC17_NA	SC17		SCAI	water - river	water	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL124	?-+*	None	73.02%	KL124_02_cpsACP,KL124_08_wctK,KL124_09_wcuP,KL124_10_wclJ,KL124_11_wzy,KL124_12,KL124_13_wcuA,KL124_14_wcaL,KL124_15_wzx,KL124_17_wclK,KL124_18_rmlB,KL124_20_rmlD,KL124_21_rmlC	O1v1	-+*	Good	72.22%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY6-4*	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-04-11	2018.0	4.0	11.0	ENVIRONMENTAL	water	Pavia_province_25	Pavia_province	Pavia_province_25	water		water	water		water	Staffora_river	5812598	26	223561.46	1160501	421	18	3	568944	4	469529	6	187180	9
SPARK_2030_C2	Klebsiella planticola	K.pla	K.orn SPEC	K.pla_SC48_NA	SC48		SCAI	water - river	water	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL107	-+*	None	77.53%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	OL101	*	High	86.47%			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PLA1a*	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-04-11	2018.0	4.0	11.0	ENVIRONMENTAL	water	Pavia_province_25	Pavia_province	Pavia_province_25	water		water	water		water	Staffora_river	6337659	93	68146.87	546367	431	162	5	179398	11	135845	19	42448	35
SPARK_2030_C3	Klebsiella ornithinolytica	K.orn	K.orn SPEC	K.orn_SC13_NA	SC13		SCAI	water - river	water	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	wzi148	KL72	+	Good	99.41%		O2v1	-+*	None	72.65%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ORN1a*	-	-	-	-	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	R	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-04-11	2018.0	4.0	11.0	ENVIRONMENTAL	water	Pavia_province_25	Pavia_province	Pavia_province_25	water		water	water		water	Staffora_river	5808903	51	113900.06	677687	329	56	2	307600	7	169585	12	63434	22
SPARK_2030_C5	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC44_ST1017	SC44	ST1017	SCAI	water - river	water	0	0.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi130	KL58	none	Very high	99.98%		O3b	+	Good	98.97%		ST1017	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2018-04-11	2018.0	4.0	11.0	ENVIRONMENTAL	water	Pavia_province_25	Pavia_province	Pavia_province_25	water		water	water		water	Staffora_river	5318644	24	221610.17	1016217	347	437	5	562792	4	549605	5	143830	9
SPARK_2031_C1	Klebsiella quasipneumoniae subsp. quasipneumoniae	K.qpq	K.pne SPEC	K.qpq_SC11_ST571	SC11	ST571	diagnostic	human - hospital disease	human	1	1.0	7.0	10.0	ybt 2; ICEKp1	323-1LV	-	0	-	0	iro 3	7-1LV	rmpA_11*-26%(ICEKp1)	-	-	KL1	?*	Good	94.97%		O3/O3a	none	Very high	95.97%		ST571	-	-	-	-	-	6	19*	10	5	Aac3-IIa^;StrA^;StrB	-	-	QnrB1?	-	-	-	CatB4	-	SulII	-	-	DfrA14	-	OXA-1;TEM-1D^	-	CTX-M-15	-	OKP-A-3*	-	S	R	ND	ND	ND	R	ND	R	ND	R	ND	ND	R	ND	S	S	R	S	R	ND	ND	ND	ND	ND	ND	S	ND	ND	ND	R	ND	R	2018-04-23	2018.0	4.0	23.0	HUMAN			hospital	hospital_2	mammal	human	human	human hospital	inpatient	urine		5542340	37	149792.97	2622417	311	105	5	696862	2	387225	4	99698	9
SPARK_2032_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC5_ST661	SC5	ST3655	diagnostic	human - hospital disease	human	0	1.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	-	KL40	?-*	None	86.82%	KL40_01_galF,KL40_02_cpsACP,KL40_06,KL40_07,KL40_08,KL40_09_wza,KL40_10_wzb,KL40_11_wzc,KL40_12_wbaP,KL40_13_wzy,KL40_14_wcuD,KL40_15_wcpR,KL40_16_wzx,KL40_17_wcpS,KL40_18_wbaZ,KL40_19,KL40_20_wcuE,KL40_24_rmlB,KL40_25_rmlA,KL40_26_rmlD,KL40_27_rmlC	O2v2	none	Very high	98.45%		ST3655	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-27	-	-	-	S	S	ND	ND	ND	S	ND	S	ND	S	ND	ND	S	ND	S	S	S	S	S	ND	ND	ND	ND	ND	ND	S	ND	ND	ND	S	ND	S	2018-04-24	2018.0	4.0	24.0	HUMAN			hospital	hospital_2	mammal	human	human	human hospital	inpatient	urine		5647899	67	84297.0	1384574	314	1129	10	366356	5	190935	9	86877	16
SPARK_2034_C1	Klebsiella quasipneumoniae subsp. quasipneumoniae	K.qpq	K.pne SPEC	K.qpq_SC5_ST978	SC5	ST978	diagnostic	human - hospital disease	human	0	1.0	5.0	5.0	-	0	-	0	-	0	-	0	-	-	-	KL64	*	Very high	96.80%		O5	+*	None	94.71%		ST978	-	-	-	-	-	-	-	-	-	Aph3-Ia^;StrA;StrB	-	-	QnrB19^	-	-	-	-	-	SulI?	-	-	-	-	-	-	SHV-12	-	OKP-A-9	-	S	S	ND	ND	ND	R	ND	R	ND	R	ND	ND	R	ND	S	S	S	S	R	ND	S	ND	ND	ND	ND	S	ND	ND	S	S	ND	S	2018-04-26	2018.0	4.0	26.0	HUMAN			hospital	hospital_2	mammal	human	human	human hospital	inpatient	blood		5567431	47	118455.98	770242	459	518	3	314590	6	209551	10	94026	17
SPARK_2035_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC6_ST37	SC6	ST423	diagnostic	human - hospital disease	human	1	0.0	1.0	0.0	ybt 9; ICEKp3	183-1LV	-	0	-	0	-	0	-	-	wzi8	KL8	none	Very high	99.85%		O2v2	none	Very high	98.44%		ST423	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	-	S	S	ND	ND	ND	S	ND	S	ND	S	ND	ND	S	ND	S	S	S	S	S	ND	ND	ND	ND	ND	ND	S	ND	ND	ND	S	ND	S	2018-04-26	2018.0	4.0	26.0	HUMAN			hospital	hospital_2	mammal	human	human	human hospital	inpatient	urine		5599705	39	143582.18	939671	373	484	3	373317	5	263469	8	101809	15
SPARK_2036_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC11_ST392	SC11	ST392	diagnostic	human - hospital disease	human	0	1.0	7.0	10.0	-	0	-	0	-	0	-	0	-	-	wzi187	KL27	none	Very high	99.28%		O4	none	Very high	99.71%		ST392	-	-	-	-	-	-	-	-	-	Aac3-IIa^;StrA^;StrB	-	-	GyrA-83I;ParC-80I;QnrB1?	-	-	-	CatB4	-	SulII	-	-	DfrA14	-	OXA-1;TEM-1D^	-	CTX-M-15	-	SHV-11^	-	S	R	ND	ND	ND	R	ND	R	ND	R	ND	ND	R	ND	S	S	R	S	R	ND	ND	ND	ND	ND	ND	S	ND	ND	ND	R	ND	R	2018-04-27	2018.0	4.0	27.0	HUMAN			hospital	hospital_2	mammal	human	human	human hospital	inpatient	urine		5707665	58	98408.02	916695	311	192	5	352632	5	158074	10	59804	21
SPARK_2037_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC5_ST661	SC5	ST3655	diagnostic	human - hospital disease	human	0	1.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	-	KL40	?-*	None	86.82%	KL40_01_galF,KL40_02_cpsACP,KL40_06,KL40_07,KL40_08,KL40_09_wza,KL40_10_wzb,KL40_11_wzc,KL40_12_wbaP,KL40_13_wzy,KL40_14_wcuD,KL40_15_wcpR,KL40_16_wzx,KL40_17_wcpS,KL40_18_wbaZ,KL40_19,KL40_20_wcuE,KL40_24_rmlB,KL40_25_rmlA,KL40_26_rmlD,KL40_27_rmlC	O2v2	none	Very high	98.45%		ST3655	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-27	-	-	-	S	S	ND	ND	ND	I	ND	S	ND	S	ND	ND	R	ND	S	S	R	S	R	ND	ND	ND	ND	ND	ND	S	ND	ND	ND	S	ND	S	2018-04-26	2018.0	4.0	26.0	HUMAN			hospital	hospital_2	mammal	human	human	human hospital	inpatient	urine		5638710	58	97219.14	1092494	382	222	7	366243	5	232412	9	86897	16
SPARK_2039_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC1_ST307	SC1	ST307	diagnostic	human - hospital disease	human	0	1.0	5.0	9.0	-	0	-	0	-	0	-	0	-	-	wzi173	KL102	none	Very high	99.27%		O2v2	none	Very high	98.45%		ST307	-	-	-	-	-	-	-	-	-	Aac3-IIa^;Aac6-Ib*?;StrA^;StrB	-	-	GyrA-83I;ParC-80I;QnrB1?	-	-	-	-	-	SulII	-	-	DfrA14	-	SHV-28^;TEM-1D^	-	CTX-M-15	-	-	-	S	R	ND	ND	ND	R	ND	R	ND	R	ND	ND	R	ND	S	S	R	S	R	ND	S	ND	ND	ND	ND	S	ND	ND	S	R	ND	R	2018-04-26	2018.0	4.0	26.0	HUMAN			hospital	hospital_2	mammal	human	human	human hospital	inpatient	sputum		5425411	38	142773.97	1331750	311	59	1	378138	4	325469	7	99735	14
SPARK_203_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC28_ST3139	SC28	ST3139	SCAI	pig	other mammals	3	0.0	2.0	1.0	-	0	-	0	iuc 3	43-1LV	-	0	-	-	-	KL20	?-+	Good	98.56%	KL20_17_manB	O3/O3a	?-	Good	98.32%	O3/O3a_02_manB	ST3139	25	9	25	31	52	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TetA	-	-	-	-	-	-	-	SHV-11^	-	S	S	R	S	S	S	S		ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	I	S	S	S	2017-08-18	2017.0	8.0	18.0	ANIMAL		Pavia_province_5	farm	farm_6	mammal	pig	pig	livestock		feces	box4_piggery2	5585713	39	143223.41	1235682	300	342	4	486949	4	377658	6	109761	12
SPARK_2040_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC1_ST307	SC1	ST307	diagnostic	human - hospital disease	human	1	1.0	7.0	11.0	ybt 9; ICEKp3	187	-	0	-	0	-	0	-	-	wzi173	KL102	none	Very high	99.27%		O2v2	none	Very high	98.45%		ST307	-	-	-	-	-	-	-	-	-	Aac3-IIa^;StrA^;StrB	-	-	GyrA-83I;ParC-80I;QnrB1?	-	-	-	CatB4	-	SulII	TetA	-	DfrA14	-	OXA-1;SHV-28^;TEM-1D^	-	CTX-M-15	-	-	-	S	R	R	ND	ND	R	ND	R	ND	R	ND	R	R	S	S	S	R	S	R	ND	S	ND	ND	ND	R	I	ND	ND	I	R	ND	R	2018-04-27	2018.0	4.0	27.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	blood		5420047	34	159413.15	1184713	515	0	0	378138	4	274280	7	125050	13
SPARK_2041_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC136_ST303-2LV	SC136	ST303-2LV	diagnostic	human - hospital disease	human	0	0.0	0.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi104	KL51	?-	Good	99.39%	KL51_10_wcuF,KL51_14_wcoZ	O2v2	none	Very high	98.45%		ST303-2LV	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-187*	-	-	-	-	-	S	S	R	ND	ND	I	ND	R	ND	R	ND	R	R	S	S	S	S	S	R	ND	S	ND	ND	ND	R	S	ND	ND	S	S	ND	S	2018-04-25	2018.0	4.0	25.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	urine		5444028	108	50407.67	381768	315	440	4	129406	13	96792	23	29389	43
SPARK_2042_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC136_ST303-2LV	SC136	ST303-2LV	diagnostic	human - hospital disease	human	0	0.0	0.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi104	KL51	?-	Good	99.40%	KL51_10_wcuF,KL51_14_wcoZ	O2v2	none	Very high	98.45%		ST303-2LV	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-187*	-	-	-	-	-	S	S	R	ND	ND	S	ND	S	ND	S	ND	S	S	S	S	R	S	S	S	ND	S	ND	ND	ND	S	S	ND	ND	S	S	ND	S	2018-04-24	2018.0	4.0	24.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	outpatient	urine		5446515	113	48199.25	408034	320	151	4	130320	12	92982	22	28251	43
SPARK_2044_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC232_ST504	SC232	ST504	diagnostic	human - hospital disease	human	0	1.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi62	KL62	?-	Good	99.31%	KL62_12	O1v1	?-	Good	98.65%	O1/O2v1_04_glf	ST504	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-42	-	-	-	S	S	R	ND	ND	S	ND	S	ND	S	ND	R	S	S	S	S	S	S	S	ND	S	ND	ND	ND	S	S	ND	ND	R	S	ND	S	2018-04-27	2018.0	4.0	27.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	outpatient	urine		5394118	51	105767.02	813239	386	362	4	427167	5	334807	8	86933	14
SPARK_2045_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC14_ST15	SC14	ST15	diagnostic	human - hospital disease	human	1	1.0	3.0	3.0	ybt 10; ICEKp4	28	-	0	-	0	-	0	-	-	wzi24	KL24	?-	Good	99.98%	KL24_13_wcuG	O1v1	none	Very high	98.52%		ST15	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	-	CatB4	-	-	-	-	-	OmpK35-22%	OXA-1;SHV-28^	-	CTX-M-15	-	-	-	S	R	R	ND	ND	R	ND	R	ND	R	ND	R	R	S	S	S	S	S	R	ND	S	ND	ND	ND	R	I	ND	ND	I	R	ND	S	2018-04-30	2018.0	4.0	30.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	urine		5541683	43	128876.35	585086	422	436	4	270489	7	170230	12	86782	20
SPARK_2046_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC4_ST45	SC4	ST45	diagnostic	human - hospital disease	human	1	1.0	8.0	11.0	ybt 10; ICEKp4	78	-	0	-	0	-	0	-	-	wzi101	KL24	?-	Good	99.01%	KL24_11_wcaJ	O2v1	?-	Good	98.76%	O1/O2v1_07_kfoC	ST45	-	-	-	-	-	-	-	-	-	Aac3-IIa^;StrA^;StrB	-	-	QnrB1?	-	-	-	CatB4	-	SulII	TetA	-	DfrA14	-	OXA-1;TEM-1D^	-	CTX-M-15	-	SHV-1?	-	S	R	R	ND	ND	R	ND	R	ND	R	ND	R	R	S	S	S	R	S	R	ND	S	ND	ND	ND	R	R	ND	ND	I	R	ND	R	2018-04-27	2018.0	4.0	27.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	urine		5729578	63	90945.68	619296	543	176	5	319579	7	255372	11	58329	21
SPARK_2047_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC90_ST1631	SC90	ST1631	diagnostic	human - hospital disease	human	0	0.0	0.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi416	KL142	?-	Good	99.80%	KL142_13_wzx	O1v1	none	Very high	98.35%		ST1631	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-187*	-	-	-	-	-	S	S	R	ND	ND	S	ND	S	ND	S	ND	S	S	S	S	S	S	S	S	ND	S	ND	ND	ND	R	S	ND	ND	S	S	ND	S	2018-04-30	2018.0	4.0	30.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	bronchoalveolar_wash		5653520	106	53335.09	393770	356	151	6	217245	10	100798	18	27249	39
SPARK_2048_C1	Klebsiella oxytoca	K.oxy	K.oxy SPEC	K.oxy_SC4_NA	SC4		diagnostic	human - hospital disease	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL27	?-+*	None	79.18%	KL27_02_cpsACP,KL27_08_wckI,KL27_09_wckS,KL27_10_wckR,KL27_13_wckQ,KL27_15_wctE,KL27_16_wctF	OL104	none	Very high	99.26%			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY2-1	-	-	-	-	-	S	S	R	ND	ND	S	ND	S	ND	S	ND	S	S	S	S	S	S	S	S	ND	S	ND	ND	ND	S	S	ND	ND	S	S	ND	S	2018-04-26	2018.0	4.0	26.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	outpatient	urine		5617546	31	181211.16	676624	416	315	4	373867	6	295762	9	118024	16
